# source: http://www.linguistics.ucla.edu/people/hayes/ShakespeareAndMilton/
# author: shakespeare
# title: sonnets
# coder: bruce hayes
1	syllables	From fairest creatures we desire increase,	From	fai	rest	crea	tures	we	de	sire	in	crease,	
391	syllables	But day doth daily draw my sorrows longer,	But	day	doth	dai	ly	draw	my	sor	rows	lon	ger,
391	stress	But day doth daily draw my sorrows longer,	1	3	1	3	1	3	1	3	1	4	1
391	juncture	But day doth daily draw my sorrows longer,	2	4	2	1	3	3	2	1	4	1	5
391	comment	But day doth daily draw my sorrows longer,											
392	syllables	And night doth nightly make grief's length seem stronger.	And	night	doth	night	ly	make	grief's	length	seem	stron	ger.
392	stress	And night doth nightly make grief's length seem stronger.	1	3	1	3	1	3	3	4	3	4	1
392	juncture	And night doth nightly make grief's length seem stronger.	2	4	2	1	3	3	4	4	3	1	5
392	comment	And night doth nightly make grief's length seem stronger.											
393	syllables	When in disgrace with fortune and men's eyes	When	in	dis	grace	with	for	tune	and	men's	eyes	
393	stress	When in disgrace with fortune and men's eyes	1	1	1	3	1	3	1	1	3	4	
393	juncture	When in disgrace with fortune and men's eyes	2	2	1	4	2	1	3	2	4	5	
393	comment	When in disgrace with fortune and men's eyes	poem initial										
394	syllables	I all alone beweep my outcast state,	I	all	a	lone	be	weep	my	out-	cast	state,	
394	stress	I all alone beweep my outcast state,	1	2	1	4	1	3	1	3	2	4	
394	juncture	I all alone beweep my outcast state,	2	2	1	4	1	3	2	2	3	5	
394	comment	I all alone beweep my outcast state,											
395	syllables	And trouble deaf heaven with my bootless cries,	And	trou	ble	deaf	hea ven	with	my	boot	less	cries,	
395	stress	And trouble deaf heaven with my bootless cries,	1	3	1	3	4	1	1	3	1	4	
395	juncture	And trouble deaf heaven with my bootless cries,	2	1	3	3	4	2	2	1	3	5	
395	comment	And trouble deaf heaven with my bootless cries,											
396	syllables	And look upon myself, and curse my fate,	And	look	u	pon	my-	self,	and	curse	my	fate,	
396	stress	And look upon myself, and curse my fate,	1	3	1	2	1	4	1	3	1	4	
396	juncture	And look upon myself, and curse my fate,	2	3	1	2	2	4	2	3	2	5	
396	comment	And look upon myself, and curse my fate,											
397	syllables	Wishing me like to one more rich in hope,	Wis	hing	me	like	to	one	more	rich	in	hope,	
397	stress	Wishing me like to one more rich in hope,	3	1	1	1	1	1	1	3	1	4	
397	juncture	Wishing me like to one more rich in hope,	1	2	3	2	2	2	2	3	2	5	
397	comment	Wishing me like to one more rich in hope,											
398	syllables	Featur'd like him, like him with friends possess'd,	Fea	tur'd	like	him,	like	him	with	friends	pos	sess'd,	
398	stress	Featur'd like him, like him with friends possess'd,	3	1	1	4	1	3	1	4	1	3	
398	juncture	Featur'd like him, like him with friends possess'd,	1	3	2	5	2	4	2	4	1	5	
398	comment	Featur'd like him, like him with friends possess'd,											
399	syllables	Desiring this man's art, and that man's scope,	De	si	ring	this	man's	art,	and	that	man's	scope,	
399	stress	Desiring this man's art, and that man's scope,	1	3	1	3	2	4	1	3	2	4	
399	juncture	Desiring this man's art, and that man's scope,	1	1	3	2	4	5	2	2	4	5	
399	comment	Desiring this man's art, and that man's scope,											
400	syllables	With what I most enjoy contented least;	With	what	I	most	en	joy	con	ten	ted	least;	
400	stress	With what I most enjoy contented least;	1	1	1	2	1	3	1	3	1	4	
400	juncture	With what I most enjoy contented least;	2	2	2	2	1	4	1	1	3	5	
400	comment	With what I most enjoy contented least;											
401	syllables	Yet in these thoughts my self almost despising,	Yet	in	these	thoughts	my	self	al	most	des	pi	sing,
401	stress	Yet in these thoughts my self almost despising,	1	1	1	3	1	3	1	3	1	4	1
401	juncture	Yet in these thoughts my self almost despising,	2	2	2	4	2	4	1	2	1	1	5
401	comment	Yet in these thoughts my self almost despising,											
402	syllables	Haply I think on thee% and then my state,	Ha	ply	I	think	on	thee%	and	then	my	state,	
402	stress	Haply I think on thee% and then my state,	3	1	1	3	1	4	1	1	1	4	
402	juncture	Haply I think on thee% and then my state,	1	3	2	3	2	5	2	2	2	5	
402	comment	Haply I think on thee% and then my state,											
403	syllables	Like to the lark at break of day arising	Like	to	the	lark	at	break	of	day	a	ri	sing
403	stress	Like to the lark at break of day arising	1	1	1	3	1	3	1	3	1	4	1
403	juncture	Like to the lark at break of day arising	2	2	2	4	2	3	2	4	1	1	5
403	comment	Like to the lark at break of day arising											
404	syllables	From sullen earth, sings hymns at heaven's gate,;	From	sul	len	earth,	sings	hymns	at	hea	ven's	gate,;	
404	stress	From sullen earth, sings hymns at heaven's gate,;	1	3	1	4	2	3	1	3	1	4	
404	juncture	From sullen earth, sings hymns at heaven's gate,;	2	1	3	4	3	4	2	1	4	5	
404	comment	From sullen earth, sings hymns at heaven's gate,;											
405	syllables	For thy sweet love remember'd such wealth brings	For	thy	sweet	love	re	mem	ber'd	such	wealth	brings	
405	stress	For thy sweet love remember'd such wealth brings	1	1	3	4	1	4	1	1	3	4	
405	juncture	For thy sweet love remember'd such wealth brings	2	2	3	3	1	1	4	2	4	5	
405	comment	For thy sweet love remember'd such wealth brings											
406	syllables	That then I scorn to change my state with kings.	That	then	I	scorn	to	change	my	state	with	kings.	
406	stress	That then I scorn to change my state with kings.	1	1	1	3	1	3	1	3	1	4	
406	juncture	That then I scorn to change my state with kings.	2	2	2	3	2	3	2	4	2	5	
406	comment	That then I scorn to change my state with kings.											
407	syllables	When to the sessions of sweet silent thought	When	to	the	ses	sions	of	sweet	si	lent	thought	
407	stress	When to the sessions of sweet silent thought	1	1	1	3	1	1	3	3	1	4	
407	juncture	When to the sessions of sweet silent thought	2	2	2	1	3	2	3	1	3	5	
407	comment	When to the sessions of sweet silent thought	poem initial										
408	syllables	I summon up remembrance of things past,	I	sum	mon	up	re	mem	brance	of	things	past,	
408	stress	I summon up remembrance of things past,	1	3	1	3	1	3	1	1	3	4	
408	juncture	I summon up remembrance of things past,	2	1	3	3	1	1	3	2	3	5	
408	comment	I summon up remembrance of things past,											
409	syllables	I sigh the lack of many a thing I sought,	I	sigh	the	lack	of	ma	ny a	thing	I	sought,	
409	stress	I sigh the lack of many a thing I sought,	1	3	1	3	1	2	1	3	1	4	
409	juncture	I sigh the lack of many a thing I sought,	2	3	2	3	2	1	2	3	2	5	
409	comment	I sigh the lack of many a thing I sought,											
410	syllables	And with old woes new wail my dear time's waste:	And	with	old	woes	new	wail	my	dear	time's	waste:	
410	stress	And with old woes new wail my dear time's waste:	1	1	3	4	3	3	1	3	4	4	
410	juncture	And with old woes new wail my dear time's waste:	2	2	3	4	3	3	2	3	4	5	
410	comment	And with old woes new wail my dear time's waste:											
411	syllables	Then can I drown an eye, unused to flow,	Then	can	I	drown	an	eye,	un	us ed	to	flow,	
411	stress	Then can I drown an eye, unused to flow,	1	1	1	3	1	4	1	3	1	4	
411	juncture	Then can I drown an eye, unused to flow,	2	2	2	3	2	5	1	3	2	5	
411	comment	Then can I drown an eye, unused to flow,											
412	syllables	For precious friends hid in death's dateless night,	For	pre	cious	friends	hid	in	death's	date	less	night,	
412	stress	For precious friends hid in death's dateless night,	1	3	1	4	3	1	3	3	1	4	
412	juncture	For precious friends hid in death's dateless night,	2	1	3	4	3	2	4	1	3	5	
412	comment	For precious friends hid in death's dateless night,											
413	syllables	And weep afresh love's long since cancell'd woe,	And	weep	af	resh	love's	long	since	can	cell'd	woe,	
413	stress	And weep afresh love's long since cancell'd woe,	1	3	1	4	3	3	2	3	1	4	
413	juncture	And weep afresh love's long since cancell'd woe,	2	3	1	4	4	3	2	1	4	5	
413	comment	And weep afresh love's long since cancell'd woe,											
414	syllables	And moan the expense of many a vanish'd sight:	And	moan	the ex	pense	of	ma	ny a	va	nish'd	sight:	
414	stress	And moan the expense of many a vanish'd sight:	1	3	1	3	1	2	1	3	1	4	
414	juncture	And moan the expense of many a vanish'd sight:	2	3	1	3	2	1	2	1	3	5	
414	comment	And moan the expense of many a vanish'd sight:											
415	syllables	Then can I grieve at grievances foregone,	Then	can	I	grieve	at	grie	van	ces	fore	gone,	
415	stress	Then can I grieve at grievances foregone,	2	1	1	3	1	3	1	1	1	4	
415	juncture	Then can I grieve at grievances foregone,	2	2	2	3	2	1	1	3	1	5	
415	comment	Then can I grieve at grievances foregone,											
416	syllables	And heavily from woe to woe tell o'er	And	hea	vi	ly	from	woe	to	woe	tell	o'er	
416	stress	And heavily from woe to woe tell o'er	1	3	1	1	1	3	1	3	2	4	
416	juncture	And heavily from woe to woe tell o'er	2	1	1	3	2	4	2	4	3	4	
416	comment	And heavily from woe to woe tell o'er											
417	syllables	The sad account of fore-bemoaned moan,	The	sad	ac	count	of	fore-	be	moa	ned	moan,	
417	stress	The sad account of fore-bemoaned moan,	1	3	1	4	1	3	1	2	1	4	
417	juncture	The sad account of fore-bemoaned moan,	2	3	1	3	2	2	1	1	3	5	
417	comment	The sad account of fore-bemoaned moan,	RR										
418	syllables	Which I new pay as if not paid before.	Which	I	new	pay	as	if	not	paid	be	fore.	
418	stress	Which I new pay as if not paid before.	1	1	3	4	1	1	1	3	1	4	
418	juncture	Which I new pay as if not paid before.	2	2	3	4	2	2	2	3	1	5	
418	comment	Which I new pay as if not paid before.											
419	syllables	But if the while I think on thee, dear friend,	But	if	the	while	I	think	on	thee,	dear	friend,	
419	stress	But if the while I think on thee, dear friend,	1	1	1	3	1	3	1	4	3	4	
419	juncture	But if the while I think on thee, dear friend,	2	2	2	4	2	3	2	5	3	5	
419	comment	But if the while I think on thee, dear friend,											
420	syllables	All losses are restor'd and sorrows end.	All	los	ses	are	res	tor'd	and	sor	rows	end.	
420	stress	All losses are restor'd and sorrows end.	1	3	1	1	1	4	1	3	1	4	
420	juncture	All losses are restor'd and sorrows end.	2	1	4	2	1	4	2	1	4	5	
420	comment	All losses are restor'd and sorrows end.											
421	syllables	Thy bosom is endeared with all hearts,	Thy	bo	som	is	en	dea	red	with	all	hearts,	
421	stress	Thy bosom is endeared with all hearts,	1	3	1	1	1	3	1	1	2	4	
421	juncture	Thy bosom is endeared with all hearts,	2	1	4	2	1	1	3	2	2	5	
421	comment	Thy bosom is endeared with all hearts,	poem initial										
422	syllables	Which I by lacking have supposed dead;	Which	I	by	lac	king	have	sup	po	sed	dead;	
422	stress	Which I by lacking have supposed dead;	1	1	1	3	1	1	1	3	1	4	
422	juncture	Which I by lacking have supposed dead;	2	2	2	1	4	2	1	1	3	5	
422	comment	Which I by lacking have supposed dead;											
423	syllables	And there reigns Love, and all Love's loving parts,	And	there	reigns	Love,	and	all	Love's	lo	ving	parts,	
423	stress	And there reigns Love, and all Love's loving parts,	1	1	3	4	1	2	3	3	1	4	
423	juncture	And there reigns Love, and all Love's loving parts,	2	4	3	4	2	2	4	1	3	5	
423	comment	And there reigns Love, and all Love's loving parts,											
424	syllables	And all those friends which I thought buried.	And	all	those	friends	which	I	thought	bu	ri	ed.	
424	stress	And all those friends which I thought buried.	1	1	1	3	1	1	3	4	1	1	
424	juncture	And all those friends which I thought buried.	2	2	2	3	2	2	3	1	1	5	
424	comment	And all those friends which I thought buried.											
425	syllables	How many a holy and obsequious tear	How	ma	ny a	ho	ly	and	ob	se	qui ous	tear	
425	stress	How many a holy and obsequious tear	1	2	1	3	1	1	1	3	1	4	
425	juncture	How many a holy and obsequious tear	2	1	2	1	4	2	1	1	4	4	
425	comment	How many a holy and obsequious tear											
426	syllables	Hath dear religious love stol'n from mine eye,	Hath	dear	re	li	gious	love	stol'n	from	mine	eye,	
426	stress	Hath dear religious love stol'n from mine eye,	1	3	1	3	1	4	3	1	1	4	
426	juncture	Hath dear religious love stol'n from mine eye,	2	3	1	1	3	4	3	2	2	5	
426	comment	Hath dear religious love stol'n from mine eye,											
427	syllables	As interest of the dead, which now appear	As	in	te rest	of	the	dead,	which	now	ap	pear	
427	stress	As interest of the dead, which now appear	1	3	1	1	1	4	1	3	1	4	
427	juncture	As interest of the dead, which now appear	2	1	3	2	2	5	2	3	1	3	
427	comment	As interest of the dead, which now appear											
428	syllables	But things remov'd that hidden in thee lie!	But	things	re	mov'd	that	hid	den	in	thee	lie!	
428	stress	But things remov'd that hidden in thee lie!	1	3	1	4	1	3	1	1	1	4	
428	juncture	But things remov'd that hidden in thee lie!	2	3	1	4	2	1	3	2	4	5	
428	comment	But things remov'd that hidden in thee lie!											
429	syllables	Thou art the grave where buried love doth live,	Thou	art	the	grave	where	bu	ri ed	love	doth	live,	
429	stress	Thou art the grave where buried love doth live,	1	1	1	3	1	3	1	3	1	4	
429	juncture	Thou art the grave where buried love doth live,	2	2	2	3	2	1	3	4	2	5	
429	comment	Thou art the grave where buried love doth live,											
430	syllables	Hung with the trophies of my lovers gone,	Hung	with	the	trop	hies	of	my	lo	vers	gone,	
430	stress	Hung with the trophies of my lovers gone,	3	1	1	3	1	1	1	3	1	4	
430	juncture	Hung with the trophies of my lovers gone,	3	2	2	1	3	2	2	1	3	5	
430	comment	Hung with the trophies of my lovers gone,											
431	syllables	Who all their parts of me to thee did give,	Who	all	their	parts	of	me	to	thee	did	give,	
431	stress	Who all their parts of me to thee did give,	1	2	1	3	1	3	1	3	1	4	
431	juncture	Who all their parts of me to thee did give,	2	2	2	3	2	4	2	4	2	5	
431	comment	Who all their parts of me to thee did give,											
432	syllables	That due of many now is thine alone:	That	due	of	ma	ny	now	is	thine	a	lone:	
432	stress	That due of many now is thine alone:	1	3	1	4	1	3	1	3	1	4	
432	juncture	That due of many now is thine alone:	2	3	2	1	4	3	2	3	1	5	
432	comment	That due of many now is thine alone:											
433	syllables	Their images I lov'd, I view in thee,	Their	i	mag	es	I	lov'd,	I	view	in	thee,	
433	stress	Their images I lov'd, I view in thee,	1	3	1	1	1	4	1	3	1	4	
433	juncture	Their images I lov'd, I view in thee,	2	1	1	4	2	5	2	3	2	5	
433	comment	Their images I lov'd, I view in thee,											
434	syllables	And thou% all they% hast all the all of me.	And	thou%	all	they%	hast	all	the	all	of	me.	
434	stress	And thou% all they% hast all the all of me.	1	3	1	4	2	3	1	3	1	1	
434	juncture	And thou% all they% hast all the all of me.	2	5	2	5	2	2	2	3	2	5	
434	comment	And thou% all they% hast all the all of me.											
435	syllables	If thou survive my well-contented day,	If	thou	sur	vive	my	well-	con	ten	ted	day,	
435	stress	If thou survive my well-contented day,	1	1	1	3	1	3	1	2	1	4	
435	juncture	If thou survive my well-contented day,	2	2	1	3	2	2	1	1	3	5	
435	comment	If thou survive my well-contented day,	poem initialRR										
436	syllables	When that churl Death my bones with dust shall cover	When	that	churl	Death	my	bones	with	dust	shall	co	ver
436	stress	When that churl Death my bones with dust shall cover	1	1	3	4	1	3	1	4	1	3	1
436	juncture	When that churl Death my bones with dust shall cover	2	2	4	4	2	4	2	4	2	1	5
436	comment	When that churl Death my bones with dust shall cover											
437	syllables	And shalt by fortune once more re-survey	And	shalt	by	for	tune	once	more	re-	sur	vey	
437	stress	And shalt by fortune once more re-survey	1	1	1	3	1	3	2	2	1	4	
437	juncture	And shalt by fortune once more re-survey	2	2	2	1	4	2	4	2	1	3	
437	comment	And shalt by fortune once more re-survey	RR										
438	syllables	These poor rude lines of thy deceased lover,	These	poor	rude	lines	of	thy	de	cea	sed	lo	ver,
438	stress	These poor rude lines of thy deceased lover,	1	3	2	4	1	1	1	3	1	4	1
438	juncture	These poor rude lines of thy deceased lover,	2	3	3	3	2	2	1	1	3	1	5
438	comment	These poor rude lines of thy deceased lover,											
439	syllables	Compare them with the bett'ring of the time,	Com	pare	them	with	the	bett'	ring	of	the	time,	
439	stress	Compare them with the bett'ring of the time,	1	3	1	1	1	3	1	1	1	4	
